|ESTRUCTURA BDD EMPRESAS Y GRUPOS EMPRESARIALES |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Datos generales de la empresa|,,,,,,|Datos genericos de contacto1|,,,,,,,,,,|Datos genericos de contacto2|,,,,,,,,,,|Datos genericos de contacto3|,,,,,,,,,
|NOMBRE FISCAL|,|NOMBRE COMERCIAL|,|NIF/CIF|,|WEB|,|ES UN GRUPO?|,|GRUPO A QUE PERTENECE|,|DESCRIPCIÓN|,|DIRECCIÓN|,|CP|,|PROVINCIA|,|CIUDAD|,|TEL. FIJO|,|TELF. MOBIL|,|FAX|,|EMAIL|,|EMAIL ALTERNATIO|,|DESCRIPCIÓN|,|DIRECCIÓN|,|CP|,|PROVINCIA|,|CIUDAD|,|TEL. FIJO|,|TELF. MOBIL|,|FAX|,|EMAIL|,|EMAIL ALTERNATIO|,|DESCRIPCIÓN|,|DIRECCIÓN|,|CP|,|PROVINCIA|,|CIUDAD|,|TEL. FIJO|,|TELF. MOBIL|,|FAX|,|EMAIL|,|EMAIL ALTERNATIO|
|Conde Nast Digital|,,,,|No|,|Ediciones Condé Nast, S.A|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Conde Nast Traveller Internationally|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Congress Today|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Contenidos e Información de Salud S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Cooking Books S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Coolturemag|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Corporació Catalana de Mitjans Audiovisuals|,,|CIF: ESQ0891001J|,,|Si|,,,|Via Augusta, 252|,8017,|Barcelona|,|Barcelona|,,,,,,,,,,,,,,,,,,,,,,,,,
|COSASDE|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Cosmopolis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|COT media s.r.o.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Creative Head Media Pty Ltd|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Creative Media Group S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Cronotempvs|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|CSR Junior |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|CSSL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Culturagastro.com|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curt Ediciones, SA|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|dDona Edicions s.c.p.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Deluxes.net|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Destinations Travel Magazine|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Devinco Europa 2000 S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Devinis.org|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Diari de Sabadell|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Diari de Terrassa|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|DIARIO ABC, S.L.|,,,,|No|,|VOCENTO S.A.,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|DIARIO AS, S.L|,,,,|No|,|PROMOTORA DE INFORMACIONES, S.A. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PROMOTORA DE INFORMACIONES, S.A. |,|PRISA|,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Difusión Ediciones, S.L. |,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|DINERO Y SALUD, S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|DIXI PRESS|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Dones Gourmet|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Dossier Empresarial|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|DTS, S.A|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Eastern Airways|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EC Incentive-, Marketing- und Consulting GmbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Economía Digital S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Edició de Premsa Periòdica Ara, SL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EDICIÓN DE MEDIOS Y REVISTAS, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones ADG S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Condé Nast, S.A|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Conelpa|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Deportivas Catalanas, S.A.|,,,,|No|,|GRUPO ZETA, S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Desnivel SL.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EDICIONES EL PAÍS, S.L.|,,,,|No|,|PROMOTORA DE INFORMACIONES, S.A. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Mayo S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Planet Look|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Primera Plana S.A.|,,,,|No|,|GRUPO ZETA, S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|GRUPO ZETA, S.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Reunidas, S.A.|,,,,|No|,|GRUPO ZETA, S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Sociales S.L. (EDISSA)|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediciones Tourbillon|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EDICIONS SIBIL.LA|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ediman srl |,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EDIMODA|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Editorial CampoBase S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EDITORIAL ECOPRENSA S.A.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Editorial Grupo V|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Editorial Imani S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Editorial Leoncio Rodríguez S.A.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Edizioni Progecta Srl|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ejecutivos.es|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|El Mundo Deportivo, S.A.|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|El Noticiero Digital|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Elite Traveler|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Elsevier|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Emissions Digitals de Catalunya S.A.U.|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|ESTRUCTURA GRUPO DE ESTUDIOS ECONÓMICOS S.A.|,,,,|No|,|PROMOTORA DE INFORMACIONES, S.A. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Estructuras Globales Insight, SL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Euro Business Communication Verlag GmbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|EUROPA PRESS|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Factoría de Información, S.A|,,,,,|VOCENTO S.A.,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Federación Andaluza de Caza (FAC)|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fieri, Congresse & Relax|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Franchise & Retail Services Group|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|G+J España|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|geoPlaneta|,,,,|No|,|Grupo Planeta|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Global Luxury Communications|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Global Media|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grup Editorial Prensa Ibérica|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grup Flaix S.L.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grup Le City Deluxe|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo 20 minutos|,|Grupo 20 minutos|,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo Diariocrítico|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo Duplex S.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo Godó|,|grupogodo|,,|www.grupogodo.net|,|Si|,,|Departamento de comunicación|,|Avda. Diagonal 477, planta 17|,8036,|Barcelona|,|Barcelona|,|93 344 42 30|,,,|grupo@grupogodo.com|,,,,,,,,,,,,,,,,,,,,,
|Grupo Intereconomía|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo Planeta|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo Prisa Radio|,,,,|No|,|PROMOTORA DE INFORMACIONES, S.A. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grupo Saned|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Guia del niño S.L. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|GyJ España Ediciones, S.L.,S. en C.,|,,,,|No|,|G+J España|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|GyJ Publicaciones Internacionales, S.L. y Cía. S. en C.,|,,,,|No|,|G+J España|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|GyJ Revistas y Comunicaciones, S.L. Sociedad Unipersonal,|,,,,|No|,|G+J España|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|H.W.G. Marketing & Werbung|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Haymarket Media Group Ltd.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hearst Magazines S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|HEINRICH BAUER EDICIONES S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|HERES PUBLICACIONES|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|HERMES COMUNICACIONS S.A|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Het Portaal Uitgevers B.V.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hola S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Homogastronomicus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Horeca|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hospitality ON / Alcyon|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|hospitalityInside GmbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|ICEX|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Incentive & Motivation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Incentive Travel & Corporate Meetings|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Incisive Media Investments Limited 2013|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Infopro Digital|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Informació i Comunicació de Barcelona S.A. (ICB)|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Informativos.Net|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|INICIATIVAS DIGITAL MEDIA, S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|INSTITUTO DE TURISMO DE ESPAÑA|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|INTERCOM FACTORY, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Intereconomía Corporación, SA|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet Presse Infos|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Interpress Tourism|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|JM Publicitat 88 S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Kongres Magazine|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|L’ÉVÉNEMENTIEL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|La Fábrica Gestión Más Cultura|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|La Vanguardia Ediciones S.L.|,|La Vanguardia|,|B-61475257|,|http://www.lavanguardia.com|,|No|,|Grupo Godó|,|Administración|,|Diagonal, 477 planta 9|,8036,|Barcelona|,|Barcelona|,|93 481 25 00|,,,,,|Redacción|,|Avda. Diagonal 477, 7º.|,8036,|Barcelona|,|Barcelona|,|93 481 22 00|,,,,,|Delegación Madrid|,|María de Molina 54, 4º|,28006,|Madrid|,|Madrid|,|91 515 91 00|,,|91 515 91 09|,,
|L'Accent|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Latitudes srl|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|L'Avenç S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|LV Magazine SA|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|M!CE & Events Travel|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|MANDALA MAGAZINE|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mash Media Group Ltd|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Matthaes Verlag GmbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|MC Ediciones, S.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|MEDIA PRO DYNAMIC S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mediaset España|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Medigrup Digital S.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Meeting Magazine|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Meeting Media Company|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Meeting Professionals International|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Meetings International Publishing AB|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|MICE Central & Eastern Europe|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Món Sostenible|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Montagud & Apicius|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Motorpress Ibérica (MPIB)|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mulligan , S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|myvenues.co.uk|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|National Association of Romanian Travel Agency|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nautica y Yates|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|NEO 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|NEXO EDITORES SA|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nordis Verlag GmbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Northstar Travel Media Llc|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nova Àgora, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nuevaempresa.com|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nycband S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|ÖHV – Österreichische Hoteliervereinigung|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Onda Cero, S.A.U.|,,,,|No|,|Atresmedia Corporación de Medios de Comunicación, S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Atresmedia Corporación de Medios de Comunicación, S.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|ORH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|OUTSIDE Comunicación Integral   |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Partal, Maresma i Associats S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PORTALES VERTICALES, S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PortalesMedicos, SL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PR NOTICIAS|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Premsa Local Sant Cugat S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Prensa Económica S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Primus Verlag AG|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Prisa Noticias S.L.U.|,,,,|No|,|PROMOTORA DE INFORMACIONES, S.A. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Prisa Revistas|,,,,|No|,|PROMOTORA DE INFORMACIONES, S.A. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PRISMA PUBLICACIONES|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Professional Media Group|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PROMOCIONES Y EDICIONES CULTURALES S.A|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Publicaciones Alimarket, S.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Publicaciones Áncora, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Publicaciones Mahe SLU|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PUBLIPRESS MEDIA|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|PUNTEX|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Qantas Airways|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ràdio Contrabanda|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Radio Kanal Barcelona|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Radio Popular S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ràdio Santa Perpètua (107 fm)|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Radiocat XXI, SL|,,,,|No|,|Grupo Godó|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|RBA Revistas SL|,,,,|No|,|RBA Holding Comunicación, S.LU.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|RBA Holding Comunicación, S.LU.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|RCS MediaGroup S.p.A.|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
